5.788466497790527399e+01	-9.553396112789953065e+01	-3.831874675599074180e+02
-3.732369777806343336e+02	1.104572346790444328e+02	4.024209252516711217e+02
-6.622144615402783074e+02	4.725302285435922158e+02	2.865893566277576383e+02
5.347482913069271717e+02	-5.758383967318702616e+02	-1.661934309583462976e+01
-1.082811617668364192e+02	-2.471603410801311611e+02	5.132905969423397892e+02
7.017082777621041600e+01	-1.149343585752953004e+03	1.845622293213972966e+02
-3.221230630260968155e+02	4.308599745710331064e+01	4.288689747175856724e+02
9.661305333691412898e+02	9.039125012669327361e+02	2.088802210263565655e+02
-9.315568610642072827e+02	8.147415318243828324e+02	2.351266258980673456e+02
7.963364837382663097e+01	6.550568242364571461e+02	-3.796233126174130348e+02
6.712145436224562900e+01	-3.374150927906273978e+02	2.131505108779625175e+02
-3.692205312876616574e+01	8.152679126378508272e+02	8.960349129790249378e+01
-1.708479356562236973e+01	4.978246246387049041e+02	-2.750624727097330720e+02
-4.399018869794124953e+01	-3.397236937047917991e+02	5.177230241097232692e+02
7.703132323780179149e+02	2.114894936181227081e+02	8.536268097488855844e+00
-8.788215618926860770e+02	7.607000329446655087e+02	2.429855858496513861e+02
4.285477095010673310e+01	1.109738505742177722e+03	-2.475450664638690625e+02
2.651056232212249242e+01	7.688437309702471794e+02	-3.916739437368269137e+02
4.980100985014490789e+02	2.282020663047557889e+02	3.658550569053637673e+02
-4.620983430472733744e-01	-3.954390823547348077e+02	5.394640203830674636e+02
2.244912222462453144e+01	-8.077683024275434036e+02	3.992197715107978979e+02
-5.296260520127616900e+01	5.881457886278418528e+02	3.281505284300041012e+02
8.211589119006741555e+01	4.372450006168011214e+02	1.764811360004490552e+02
-6.999253068449651494e+01	-7.118443920742336104e+02	-3.763325056719257873e+02
7.498396130426053787e+02	-2.048048979770192375e+02	-1.127583511444063902e+01
1.220955583699479803e+02	-2.510094255011139524e+02	5.046737467460001199e+02
-4.379638412421554960e+01	-7.513963913031606126e+02	-3.909012418631112382e+02
-5.201238695128238021e+01	6.176625704782784396e+02	3.491578842703992791e+02
-4.673452979927984074e+02	2.250558835693547053e+02	3.722548537337005996e+02
-9.042617452259149502e+01	1.001676952656612343e+03	-3.361839558714224268e+02
8.342962071690450898e+01	-4.123399573443879262e+02	-1.140790588216707704e+02
-5.993695701243592566e+01	1.171207135667852754e+03	9.011974564901387907e+01
6.430770282326044480e+02	4.959073119732454415e+02	5.033791035630414967e+01
-6.837830339770820274e+02	5.192540290431117000e+02	3.062390551853933403e+02
7.000037138836275972e+02	5.571707021714457824e+02	3.017303532698585968e+02
8.166233170134337627e+01	1.182876163758019175e+03	-1.324541515538542740e+02
4.965364294182343770e+02	2.494595287537660226e+02	3.635952060797845320e+02
-9.332398797193404789e+02	8.459878079495171050e+02	2.102278986618128442e+02
-5.339605101367250199e+02	3.110423464001460161e+02	3.540581760587588747e+02
-5.749239973885170230e+02	-5.595599743994357596e+02	1.874799072175822090e+01
6.460053913553206257e+02	4.529741989032896754e+02	7.024039843189935084e+01
1.633328134393932203e+02	-1.902381877971012898e+02	4.793521631987053411e+02
-2.910000652633934592e+01	-1.110338626590489639e+03	-2.741993799358301089e+02
2.444398770505769747e+01	8.097689010265061142e+02	3.882291258460321046e+02
7.259460088342653989e+02	-3.397552366593650390e+02	7.875383880998263919e+01
-8.106830596981841097e+01	-6.109448595951986363e+02	-3.706356850162674164e+02
7.607037122162168430e+01	-3.678494818165382867e+02	1.390825468552518487e+02
3.149982704455394966e+01	-1.070072055521855418e+03	-2.898088932983342261e+02
-7.312736847142796250e+02	-3.262459436953884051e+02	6.753381226336530574e+01
1.552879608983350224e+01	8.388688885710395198e+02	3.975151719813549107e+02
